Place Of Service,Service Type,Product,Group Size,In Network,Is Covered,Date of Service From,Date of Service To,Covered in Full,Copay,Coinsurance
Outpatient,electiveAbortion,PRODUCT123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,electiveAbortion,PRODUCT123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,electiveAbortion,PRODUCT123,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,electiveSterilization,PRODUCT123,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,electiveSterilization,PRODUCT123,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,electiveSterilization,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,electiveSterilization,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,electiveSterilization,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,electiveSterilization,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,electrocardiogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,electrocardiogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,electrocardiogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,electrocardiogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,electrocardiogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,electrocardiogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,electroencephalogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,electroencephalogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,electroencephalogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,electroencephalogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,electroencephalogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,electroencephalogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,er,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,er,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,er,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,er,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,er,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,er,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,facilityBasedPractitionerServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,facilityBasedPractitionerServices,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,facilityBasedPractitionerServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,facilityBasedPractitionerServices,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,familyPlanning,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,familyPlanning,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,familyPlanning,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,familyPlanning,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,familyPlanning,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,familyPlanning,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,footCareSurgicalServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,footCareSurgicalServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,footCareSurgicalServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,footCareSurgicalServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,footCareSurgicalServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,footCareSurgicalServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingAmbSurg,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,freestandingAmbSurg,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,freestandingAmbSurg,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingAmbSurg,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,freestandingAmbSurg,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingAmbSurg,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingLab,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,freestandingLab,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingRadiology,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingRadiology,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,freestandingRadiology,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingRadiology,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,gardasilImmunizations,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,gardasilImmunizations,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,gardasilImmunizations,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,gardasilImmunizations,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,gardasilImmunizations,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,gardasilImmunizations,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,geneticCounseling,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,geneticCounseling,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,geneticCounseling,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,geneticCounseling,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,geneticCounseling,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,geneticCounseling,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,gymReimbursement,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,gymReimbursement,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,gymReimbursement,PRODUCT123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,gymReimbursement,PRODUCT123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,gymReimbursement,PRODUCT123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,gymReimbursement,PRODUCT123,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,healthEducation,PRODUCT123,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,healthEducation,PRODUCT123,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,healthEducation,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,healthEducation,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,healthEducation,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,healthEducation,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hearingAidRepair,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hearingAidRepair,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hearingAidRepair,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,hearingAidRepair,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,hearingAidRepair,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,hearingAidRepair,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hearingAids,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hearingAids,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hearingAids,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,hearingAids,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,hearingAids,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,hearingAids,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,hearingExam,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,hearingExam,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,hearingExam,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,hearingExam,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,hearingExam,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,hearingExam,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeDialysis,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeDialysis,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeDialysis,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,homeDialysis,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,homeDialysis,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,homeDialysis,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeHealthCare,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeHealthCare,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeHealthCare,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,homeHealthCare,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,homeHealthCare,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,homeHealthCare,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeInfusionTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeInfusionTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeInfusionTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,homeInfusionTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,homeInfusionTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,homeInfusionTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hospice,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hospice,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hospice,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,hospice,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,hospice,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,hospice,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hyberbaricOxygenTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hyberbaricOxygenTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hyberbaricOxygenTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,hyberbaricOxygenTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,hyberbaricOxygenTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,hyberbaricOxygenTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,infertilityServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,infertilityServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,infertilityServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,infertilityServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,infertilityServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,infertilityServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,inhalationTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,inhalationTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,inhalationTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,inhalationTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,inhalationTherapy,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,inhalationTherapy,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,inpatientMaternity,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,inpatientMaternity,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,inpatientMaternity,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,inpatientMaternity,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,inpatientMaternity,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,inpatientMaternity,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipChemicalRehab,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipChemicalRehab,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipDetox,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipDetox,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipHospital,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipHospital,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipMentalHealth,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipMentalHealth,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipRehab,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipRehab,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipSnf,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipSnf,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,laboratoryServices,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,laboratoryServices,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,laboratoryServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,laboratoryServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,laboratoryServices,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,laboratoryServices,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,leadScreening,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,leadScreening,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,leadScreening,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,leadScreening,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,leadScreening,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,leadScreening,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,maternityBirthCenters,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,maternityBirthCenters,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,maternityBirthCenters,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,maternityBirthCenters,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,maternityBirthCenters,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,maternityBirthCenters,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,medicalAbortion,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,medicalAbortion,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,medicalAbortion,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,medicalAbortion,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,medicalAbortion,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,medicalAbortion,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,medicalSupplies,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,medicalSupplies,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,medicalSupplies,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,medicalSupplies,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,medicalSupplies,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,medicalSupplies,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,mhSaLabScreening,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,mhSaLabScreening,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,mhSaLabScreening,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,mhSaLabScreening,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,mhSaLabScreening,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,mhSaLabScreening,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,mriMra,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,mriMra,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,mriMra,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,mriMra,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,mriMra,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,mriMra,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,neuropsychologicalTesting,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,neuropsychologicalTesting,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,neuropsychologicalTesting,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,neuropsychologicalTesting,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,neuropsychologicalTesting,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,neuropsychologicalTesting,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,newbornNursery,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,newbornNursery,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,newbornNursery,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,newbornNursery,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,newbornNursery,PRODUCT123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,newbornNursery,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutineGynExam,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,nonRoutineGynExam,PRODUCT123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,nonRoutineGynExam,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,nonRoutineGynExam,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,nonRoutineGynExam,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,nonRoutineGynExam,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutineMammogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nonRoutineMammogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nonRoutineMammogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,nonRoutineMammogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,nonRoutineMammogram,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Inpatient,nonRoutineMammogram,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutinePapSmear,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nonRoutinePapSmear,PRODUCT123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nonRoutinePapSmear,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,nonRoutinePapSmear,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,nonRoutinePapSmear,PRODUCT123,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
